#Organism/Name,Strain,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Helicobacter pylori","F23",SAMD00042470,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357595.1,1.5587,38.9,chromosome:NZ_AP017337.1/AP017337.1,-,1,1545,1392,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/595/GCF_002357595.1_ASM235759v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/595/GCA_002357595.1_ASM235759v1
"Helicobacter pylori","F72",SAMD00042479,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357695.1,1.62576,38.8,chromosome:NZ_AP017350.1/AP017350.1,-,1,1605,1437,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/695/GCF_002357695.1_ASM235769v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/695/GCA_002357695.1_ASM235769v1
"Helicobacter pylori","F21",SAMD00042467,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357575.1,1.56683,38.9,chromosome:NZ_AP017336.1/AP017336.1,-,1,1559,1393,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/575/GCF_002357575.1_ASM235757v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/575/GCA_002357575.1_ASM235757v1
"Helicobacter pylori","MKM1",SAMD00042487,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357835.1,1.56787,38.9,chromosome:NZ_AP017359.1/AP017359.1,-,1,1561,1394,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/835/GCF_002357835.1_ASM235783v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/835/GCA_002357835.1_ASM235783v1
"Helicobacter pylori","F90",SAMD00042482,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357735.1,1.58812,38.9,chromosome:NZ_AP017354.1/AP017354.1,-,1,1584,1404,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/735/GCF_002357735.1_ASM235773v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/735/GCA_002357735.1_ASM235773v1
"Helicobacter pylori","MKF10",SAMD00042484,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357775.1,1.61776,38.8,chromosome:NZ_AP017356.1/AP017356.1,-,1,1603,1432,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/775/GCF_002357775.1_ASM235777v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/775/GCA_002357775.1_ASM235777v1
"Helicobacter pylori","F70",SAMD00042478,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357675.1,1.63163,38.9,chromosome:NZ_AP017349.1/AP017349.1,-,1,1623,1454,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/675/GCF_002357675.1_ASM235767v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/675/GCA_002357675.1_ASM235767v1
"Helicobacter pylori","MKF3",SAMD00042485,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357795.1,1.60278,38.8,chromosome:NZ_AP017357.1/AP017357.1,-,1,1593,1435,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/795/GCF_002357795.1_ASM235779v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/795/GCA_002357795.1_ASM235779v1
"Helicobacter pylori","F78",SAMD00042481,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357415.1,1.65696,38.6631,chromosome:NZ_AP017352.1/AP017352.1; plasmid pHPF78:NZ_AP017353.1/AP017353.1,-,2,1629,1430,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/415/GCF_002357415.1_ASM235741v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/415/GCA_002357415.1_ASM235741v1
"Helicobacter pylori","MKM6",SAMD00042489,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357855.1,1.57712,38.9,chromosome:NZ_AP017362.1/AP017362.1,-,1,1557,1390,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/855/GCF_002357855.1_ASM235785v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/855/GCA_002357855.1_ASM235785v1
"Helicobacter pylori","F20",SAMD00042465,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357515.1,1.57874,38.9,chromosome:NZ_AP017333.1/AP017333.1,-,1,1574,1418,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/515/GCF_002357515.1_ASM235751v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/515/GCA_002357515.1_ASM235751v1
"Helicobacter pylori","F63",SAMD00042476,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357375.1,1.59841,38.8785,chromosome:NZ_AP017346.1/AP017346.1; plasmid pHPF63:NZ_AP017347.1/AP017347.1,-,2,1579,1401,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/375/GCF_002357375.1_ASM235737v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/375/GCA_002357375.1_ASM235737v1
"Helicobacter pylori","F24",SAMD00042471,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357615.1,1.57027,38.9,chromosome:NZ_AP017338.1/AP017338.1,-,1,1563,1396,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/615/GCF_002357615.1_ASM235761v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/615/GCA_002357615.1_ASM235761v1
"Helicobacter pylori","F209",SAMD00042466,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357495.1,1.5824,38.8,chromosome:NZ_AP017332.1/AP017332.1,-,1,1567,1415,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/495/GCF_002357495.1_ASM235749v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/495/GCA_002357495.1_ASM235749v1
"Helicobacter pylori","F75",SAMD00042480,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357715.1,1.62713,38.8,chromosome:NZ_AP017351.1/AP017351.1,-,1,1606,1417,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/715/GCF_002357715.1_ASM235771v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/715/GCA_002357715.1_ASM235771v1
"Helicobacter pylori","MKM5",SAMD00042488,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357315.1,1.61556,38.8786,chromosome:NZ_AP017360.1/AP017360.1; plasmid pHPMKM5:NZ_AP017361.1/AP017361.1,-,2,1601,1425,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/315/GCF_002357315.1_ASM235731v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/315/GCA_002357315.1_ASM235731v1
"Helicobacter pylori","F55",SAMD00042475,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357635.1,1.62315,38.8,chromosome:NZ_AP017345.1/AP017345.1,-,1,1623,1429,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/635/GCF_002357635.1_ASM235763v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/635/GCA_002357635.1_ASM235763v1
"Helicobacter pylori","F211",SAMD00042469,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357555.1,1.58564,38.9,chromosome:NZ_AP017335.1/AP017335.1,-,1,1574,1413,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/555/GCF_002357555.1_ASM235755v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/555/GCA_002357555.1_ASM235755v1
"Helicobacter pylori","F51",SAMD00042474,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357395.1,1.58587,38.8653,chromosome:NZ_AP017343.1/AP017343.1; plasmid pHPF51:NZ_AP017344.1/AP017344.1,-,2,1554,1395,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/395/GCF_002357395.1_ASM235739v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/395/GCA_002357395.1_ASM235739v1
"Helicobacter pylori","F17",SAMD00042463,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357455.1,1.57144,38.9,chromosome:NZ_AP017330.1/AP017330.1,-,1,1564,1394,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/455/GCF_002357455.1_ASM235745v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/455/GCA_002357455.1_ASM235745v1
"Helicobacter pylori","F210",SAMD00042468,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357535.1,1.63431,38.8,chromosome:NZ_AP017334.1/AP017334.1,-,1,1607,1452,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/535/GCF_002357535.1_ASM235753v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/535/GCA_002357535.1_ASM235753v1
"Helicobacter pylori","F28",SAMD00042472,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357335.1,1.62315,38.7881,chromosome:NZ_AP017339.1/AP017339.1; plasmid pHPF28:NZ_AP017340.1/AP017340.1,-,2,1588,1410,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/335/GCF_002357335.1_ASM235733v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/335/GCA_002357335.1_ASM235733v1
"Helicobacter pylori","F13",SAMD00042462,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357435.1,1.5919,39,chromosome:NZ_AP017329.1/AP017329.1,-,1,1580,1405,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/435/GCF_002357435.1_ASM235743v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/435/GCA_002357435.1_ASM235743v1
"Helicobacter pylori","F18",SAMD00042464,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357475.1,1.60791,39,chromosome:NZ_AP017331.1/AP017331.1,-,1,1577,1382,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/475/GCF_002357475.1_ASM235747v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/475/GCA_002357475.1_ASM235747v1
"Helicobacter pylori","F67",SAMD00042477,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357655.1,1.58758,38.9,chromosome:NZ_AP017348.1/AP017348.1,-,1,1575,1391,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/655/GCF_002357655.1_ASM235765v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/655/GCA_002357655.1_ASM235765v1
"Helicobacter pylori","MKF8",SAMD00042486,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357815.1,1.59299,39,chromosome:NZ_AP017358.1/AP017358.1,-,1,1580,1398,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/815/GCF_002357815.1_ASM235781v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/815/GCA_002357815.1_ASM235781v1
"Helicobacter pylori","F38",SAMD00042473,PRJDB4296,"Proteobacteria","delta/epsilon subdivisions",GCA_002357355.1,1.63295,38.7882,chromosome:NZ_AP017341.1/AP017341.1; plasmid pHPF38:NZ_AP017342.1/AP017342.1,-,2,1617,1437,2017/01/17,2019/08/29,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/355/GCF_002357355.1_ASM235735v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/355/GCA_002357355.1_ASM235735v1
"Helicobacter pylori","Hp_TH2099",SAMN08328770,PRJNA429063,"Proteobacteria","delta/epsilon subdivisions",GCA_003711165.1,1.6674,40,chromosome:NZ_CP025748.1/CP025748.1,-,1,1588,1282,2018/11/05,2018/11/07,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/711/165/GCF_003711165.1_ASM371116v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/711/165/GCA_003711165.1_ASM371116v1
"Helicobacter pylori JCM 12093","JCM 12093",SAMD00016807,PRJDB893,"Proteobacteria","delta/epsilon subdivisions",GCA_001312765.1,1.6018,39,-,BBEM01,61,1610,1001,2015/10/01,2019/10/08,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/312/765/GCF_001312765.1_ASM131276v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/312/765/GCA_001312765.1_ASM131276v1
"Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504","CCUG 17874",SAMN02472263,PRJNA76569,"Proteobacteria","delta/epsilon subdivisions",GCA_000258845.1,1.60051,39,-,AIHX01,163,1664,1422,2012/04/16,2017/03/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/845/GCF_000258845.1_ASM25884v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/845/GCA_000258845.1_ASM25884v1
"Helicobacter pylori Hp A-11","Hp A-11",SAMN00778850,PRJNA64097,"Proteobacteria","delta/epsilon subdivisions",GCA_000359645.1,1.66834,38.8,-,AOTW01,1,1654,1484,2013/04/09,2017/03/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/359/645/GCF_000359645.1_ASM35964v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/359/645/GCA_000359645.1_ASM35964v1
"Helicobacter pylori","NCTC13338",SAMEA104224782,PRJEB6403,"Proteobacteria","delta/epsilon subdivisions",GCA_900451295.1,1.65137,39,-,UGHQ01,2,1611,1457,2018/07/30,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/451/295/GCF_900451295.1_57752_B01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/451/295/GCA_900451295.1_57752_B01
"Helicobacter pylori","NCTC13207",SAMEA104210750,PRJEB6403,"Proteobacteria","delta/epsilon subdivisions",GCA_900450825.1,1.59434,39,-,UGHN01,2,1570,1436,2018/07/30,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/450/825/GCF_900450825.1_57387_G01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/450/825/GCA_900450825.1_57387_G01
"Helicobacter pylori Hp M6","Hp M6",SAMN00778921,PRJNA64271,"Proteobacteria","delta/epsilon subdivisions",GCA_000275005.2,1.66411,39.1,-,AKQS01,10,1640,1478,2012/06/28,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/275/005/GCF_000275005.2_ASM27500v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/275/005/GCA_000275005.2_ASM27500v2
"Helicobacter pylori NQ4110","NQ4110",SAMN00777287,PRJNA64089,"Proteobacteria","delta/epsilon subdivisions",GCA_000274545.2,1.59665,39.1,-,AKNZ01,2,1577,1414,2012/06/28,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/274/545/GCF_000274545.2_ASM27454v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/274/545/GCA_000274545.2_ASM27454v2
"Helicobacter pylori SouthAfrica50","SouthAfrica50",SAMN02472070,PRJNA209861,"Proteobacteria","delta/epsilon subdivisions",GCA_000448525.1,1.60021,38.6,-,AVNI01,2,1561,1099,2013/08/20,2019/10/09,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/448/525/GCF_000448525.1_ASM44852v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/448/525/GCA_000448525.1_ASM44852v1
"Helicobacter pylori Hp P-2b","Hp P-2b",SAMN00778870,PRJNA64225,"Proteobacteria","delta/epsilon subdivisions",GCA_000275505.2,1.70934,39,-,AKQB01,6,1659,1505,2012/06/28,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/275/505/GCF_000275505.2_ASM27550v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/275/505/GCA_000275505.2_ASM27550v2
"Helicobacter pylori Hp P-2","Hp P-2",SAMN00778901,PRJNA64173,"Proteobacteria","delta/epsilon subdivisions",GCA_000274805.1,1.69387,39,-,AKPJ01,6,1651,1503,2012/06/28,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/274/805/GCF_000274805.1_ASM27480v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/274/805/GCA_000274805.1_ASM27480v1
"Helicobacter pylori Hp P-8b","Hp P-8b",SAMN00778899,PRJNA64237,"Proteobacteria","delta/epsilon subdivisions",GCA_000274765.2,1.6198,39.2,-,AKQG01,5,1597,1447,2012/06/28,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/274/765/GCF_000274765.2_ASM27476v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/274/765/GCA_000274765.2_ASM27476v2
"Helicobacter pylori Hp M3","Hp M3",SAMN00778918,PRJNA64265,"Proteobacteria","delta/epsilon subdivisions",GCA_000274885.2,1.67152,39.2,-,AKQP01,9,1642,1470,2012/06/28,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/274/885/GCF_000274885.2_ASM27488v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/274/885/GCA_000274885.2_ASM27488v2
"Helicobacter pylori Hp P-4c","Hp P-4c",SAMN00778910,PRJNA64231,"Proteobacteria","delta/epsilon subdivisions",GCA_000275365.2,1.67829,39.1,-,AKQD01,7,1649,1504,2012/06/28,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/275/365/GCF_000275365.2_ASM27536v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/275/365/GCA_000275365.2_ASM27536v2
"Helicobacter pylori Hp P-74","Hp P-74",SAMN00778888,PRJNA64209,"Proteobacteria","delta/epsilon subdivisions",GCA_000274345.1,1.62238,39,-,AKPX01,2,1600,1460,2012/06/28,2017/03/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/274/345/GCF_000274345.1_ASM27434v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/274/345/GCA_000274345.1_ASM27434v1
"Helicobacter pylori Hp A-17","Hp A-17",SAMN00778857,PRJNA64099,"Proteobacteria","delta/epsilon subdivisions",GCA_000275265.2,1.63662,39.2,-,AKOD01,5,1600,1447,2012/06/28,2017/11/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/275/265/GCF_000275265.2_ASM27526v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/275/265/GCA_000275265.2_ASM27526v2
"Helicobacter pylori Hp P-4","Hp P-4",SAMN00778285,PRJNA64177,"Proteobacteria","delta/epsilon subdivisions",GCA_000274845.2,1.69392,39.1,-,AKPL01,8,1649,1509,2012/06/28,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/274/845/GCF_000274845.2_ASM27484v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/274/845/GCA_000274845.2_ASM27484v2
"Helicobacter pylori Hp P-15b","Hp P-15b",SAMN00778874,PRJNA64243,"Proteobacteria","delta/epsilon subdivisions",GCA_000274425.2,1.65378,38.9,-,AKQJ01,6,1635,1490,2012/06/28,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/274/425/GCF_000274425.2_ASM27442v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/274/425/GCA_000274425.2_ASM27442v2
"Helicobacter pylori Hp A-27","Hp A-27",SAMN00778867,PRJNA64141,"Proteobacteria","delta/epsilon subdivisions",GCA_000274045.2,1.64777,38.8,-,AKOW01,6,1625,1458,2012/06/28,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/274/045/GCF_000274045.2_ASM27404v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/274/045/GCA_000274045.2_ASM27404v2
"Helicobacter pylori Hp P-23","Hp P-23",SAMN00778896,PRJNA64193,"Proteobacteria","delta/epsilon subdivisions",GCA_000274325.1,1.64352,38.8,-,AKPR01,3,1647,1470,2012/06/28,2017/03/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/274/325/GCF_000274325.1_ASM27432v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/274/325/GCA_000274325.1_ASM27432v1
"Helicobacter pylori CPY6261","CPY6261",SAMN00777167,PRJNA64065,"Proteobacteria","delta/epsilon subdivisions",GCA_000274685.1,1.609,38.8,-,AKNO01,5,1596,1423,2012/06/28,2017/03/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/274/685/GCF_000274685.1_ASM27468v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/274/685/GCA_000274685.1_ASM27468v1
"Helicobacter pylori Hp M4","Hp M4",SAMN00778919,PRJNA64267,"Proteobacteria","delta/epsilon subdivisions",GCA_000275545.2,1.66638,39.2,-,AKQQ01,9,1643,1478,2012/06/28,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/275/545/GCF_000275545.2_ASM27554v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/275/545/GCA_000275545.2_ASM27554v2
"Helicobacter pylori Hp H-16","Hp H-16",SAMN00778852,PRJNA64103,"Proteobacteria","delta/epsilon subdivisions",GCA_000275245.2,1.70396,39,-,AKOF01,8,1666,1503,2012/06/28,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/275/245/GCF_000275245.2_ASM27524v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/275/245/GCA_000275245.2_ASM27524v2
"Helicobacter pylori Hp H-24c","Hp H-24c",SAMN00778878,PRJNA64217,"Proteobacteria","delta/epsilon subdivisions",GCA_000275565.2,1.66844,39.2,-,AKPZ01,8,1644,1485,2012/06/28,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/275/565/GCF_000275565.2_ASM27556v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/275/565/GCA_000275565.2_ASM27556v2
"Helicobacter pylori Hp A-26","Hp A-26",SAMN00778866,PRJNA64139,"Proteobacteria","delta/epsilon subdivisions",GCA_000274025.1,1.62419,39,-,AKOV01,9,1606,1438,2012/06/28,2017/03/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/274/025/GCF_000274025.1_ASM27402v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/274/025/GCA_000274025.1_ASM27402v1
"Helicobacter pylori Hp H-6","Hp H-6",SAMN00778894,PRJNA64149,"Proteobacteria","delta/epsilon subdivisions",GCA_000274105.1,1.70799,39,-,AKOZ01,10,1642,1455,2012/06/28,2019/02/12,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/274/105/GCF_000274105.1_ASM27410v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/274/105/GCA_000274105.1_ASM27410v1
"Helicobacter pylori NQ4076","NQ4076",SAMN00777285,PRJNA64085,"Proteobacteria","delta/epsilon subdivisions",GCA_000274585.1,1.63271,39,-,AKNX01,4,1590,1447,2012/06/28,2017/03/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/274/585/GCF_000274585.1_ASM27458v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/274/585/GCA_000274585.1_ASM27458v1
"Helicobacter pylori R32b","R32b",SAMN00997713,PRJNA83651,"Proteobacteria","delta/epsilon subdivisions",GCA_000299835.1,1.58246,38.9,-,AMOS01,10,1579,1434,2012/09/27,2017/03/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/835/GCF_000299835.1_ASM29983v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/835/GCA_000299835.1_ASM29983v1
"Helicobacter pylori CPY6271","CPY6271",SAMN00777263,PRJNA64067,"Proteobacteria","delta/epsilon subdivisions",GCA_000274665.1,1.60212,38.8,-,AKNP01,8,1585,1428,2012/06/28,2017/03/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/274/665/GCF_000274665.1_ASM27466v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/274/665/GCA_000274665.1_ASM27466v1
"Helicobacter pylori CPY6311","CPY6311",SAMN00777266,PRJNA64071,"Proteobacteria","delta/epsilon subdivisions",GCA_000274645.2,1.59116,38.7,-,AKNQ01,8,1591,1429,2012/06/28,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/274/645/GCF_000274645.2_ASM27464v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/274/645/GCA_000274645.2_ASM27464v2
"Helicobacter pylori NQ4228","NQ4228",SAMN00777291,PRJNA64077,"Proteobacteria","delta/epsilon subdivisions",GCA_000274925.1,1.65328,39,-,AKNT01,6,1618,1475,2012/06/28,2017/03/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/274/925/GCF_000274925.1_ASM27492v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/274/925/GCA_000274925.1_ASM27492v1
