Name,Strain,PATRIC ID,NCBI Taxon ID,BioSample,BioProject,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP,Completion Date,Sequencing Centers,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,Isolation Country,Host Name
Helicobacter pylori OK310,OK310,1248726.3,1248726,SAMD00061057,PRJDB694,GCA_000348885.1,1.59544,38.7937,chromosome:NC_020509.1/AP012601.1; plasmid pHPOK310:NC_020556.1/AP012602.1,-,2,1573,1434,3/11/2013,8/26/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/885/GCF_000348885.1_ASM34888v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/885/GCA_000348885.1_ASM34888v1,2013-03-11T00:00:00Z,University of Tokyo,Sanger,7.7x,phrap v. 1.080730,1,1,2,1595436,,
Helicobacter pylori OK310,OK310,1248726.5,1248726,SAMD00061057,PRJDB694,GCA_000348885.1,1.59544,38.7937,chromosome:NC_020509.1/AP012601.1; plasmid pHPOK310:NC_020556.1/AP012602.1,-,2,1573,1434,3/11/2013,8/26/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/885/GCF_000348885.1_ASM34888v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/885/GCA_000348885.1_ASM34888v1,2016-10-07T00:00:00Z,University of Tokyo,Sanger,7.7x,phrap v. 1.080730,1,,1,4158,,
Helicobacter pylori 51,51,290847.5,290847,SAMN02603300,PRJNA9627,GCA_000011725.1,1.58995,38.8,chromosome:NC_017382.1/CP000012.1,-,1,1575,1417,10/21/2009,3/22/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/725/GCF_000011725.1_ASM1172v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/725/GCA_000011725.1_ASM1172v1,2009-10-21T00:00:00Z,"Gyeongsang National University College of Medicine and 21c Frontier Human Functional Genome Research Project|Gyeongsang National University|KRIBB, Korea, Daejeon",,,,1,,1,1589954,South Korea,"Human, Homo sapiens"
Helicobacter pylori,381-C-EK1,210.5909,210,SAMN10053769,PRJNA490474,GCA_006337325.1,1.58899,39.1,chromosome:NZ_CP032476.1/CP032476.1,-,1,1583,1419,6/13/2019,10/19/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/325/GCF_006337325.1_ASM633732v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/337/325/GCA_006337325.1_ASM633732v1,2019-06-13T00:00:00Z,Max von Pettenkofer-Institut,PacBio RSII,300x,HGAP v. 3,1,,1,1588985,Germany,Homo sapiens
Helicobacter pylori v225d,v225d,637913.3,637913,SAMN00003101,PRJNA36609,GCA_000093185.1,1.5956,38.972,chromosome:NC_017355.1/CP001582.1; plasmid pHPv225d:NC_017383.1/CP001583.1,-,2,1565,1416,6/3/2010,8/25/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/093/185/GCF_000093185.1_ASM9318v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/093/185/GCA_000093185.1_ASM9318v1,2010-06-03T00:00:00Z,"The Pathosystems Resource Integration Center (PATRIC)|Virginia Bioinformatics Institute|Virginia Polytechnic Institute and State University, Virginia Bioinformatics Institute, USA, Blacksburg",,,,1,1,2,1595604,,
Helicobacter pylori v225d,v225d,637913.5,637913,SAMN00003101,PRJNA36609,GCA_000093185.1,1.5956,38.972,chromosome:NC_017355.1/CP001582.1; plasmid pHPv225d:NC_017383.1/CP001583.1,-,2,1565,1416,6/3/2010,8/25/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/093/185/GCF_000093185.1_ASM9318v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/093/185/GCA_000093185.1_ASM9318v1,2016-07-25T00:00:00Z,Virginia Bioinformatics Institute,,,,,1,1,7326,,"Human, Homo sapiens"
Helicobacter pylori,Hp238,210.138,210,SAMN03154060,PRJNA265917,GCA_000817025.1,1.58647,38.7,chromosome:NZ_CP010013.1/CP010013.1,-,1,1570,1416,1/9/2015,8/27/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/817/025/GCF_000817025.1_ASM81702v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/817/025/GCA_000817025.1_ASM81702v1,2015-01-09T00:00:00Z,National Cheng Kung University,454,33x,GS Assembler v. 2.6,1,,1,1586473,Taiwan,"Human, Homo sapiens"
Helicobacter pylori,21-F-EK1,210.5912,210,SAMN10053522,PRJNA490474,GCA_006337385.1,1.58334,39,chromosome:NZ_CP032479.1/CP032479.1,-,1,1558,1424,6/13/2019,10/19/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/385/GCF_006337385.1_ASM633738v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/337/385/GCA_006337385.1_ASM633738v1,2019-06-13T00:00:00Z,Max von Pettenkofer-Institut,PacBio RSII,300x,HGAP v. 3,1,,1,1583343,Germany,Homo sapiens
Helicobacter pylori,21-A-EK1,210.5922,210,SAMN10053502,PRJNA490474,GCA_006338145.1,1.58213,39,chromosome:NZ_CP032909.1/CP032909.1,-,1,1558,1426,6/13/2019,10/19/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/338/145/GCF_006338145.1_ASM633814v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/338/145/GCA_006338145.1_ASM633814v1,2019-06-13T00:00:00Z,Max von Pettenkofer-Institut,PacBio RSII,300x,HGAP v. 3,1,,1,1582133,Germany,Homo sapiens
Helicobacter pylori,GD63,210.518,210,SAMN09809602,PRJNA485550,GCA_003640585.1,1.59097,38.7695,chromosome:NZ_CP031558.1/CP031558.1; plasmid pHPGD63:NZ_CP031559.1/CP031559.1,-,2,1569,1391,10/12/2018,10/18/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/640/585/GCF_003640585.1_ASM364058v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/640/585/GCA_003640585.1_ASM364058v1,2018-10-12T00:00:00Z,"University of Science, VNU-HCM",Illumina MiSeq; Oxford Nanopore MiniION,180.0x,Unicycler v. v0.4.4,1,1,2,1590969,Viet Nam,"Human, Homo sapiens"
Helicobacter pylori,381-F-EK9,210.5908,210,SAMN10053787,PRJNA490474,GCA_006337305.1,1.58096,39.1,chromosome:NZ_CP032475.1/CP032475.1,-,1,1570,1412,6/13/2019,10/19/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/305/GCF_006337305.1_ASM633730v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/337/305/GCA_006337305.1_ASM633730v1,2019-06-13T00:00:00Z,Max von Pettenkofer-Institut,PacBio RSII,300x,HGAP v. 3,1,,1,1580965,Germany,Homo sapiens
Helicobacter pylori,381-A-EK4,210.5915,210,SAMN10053762,PRJNA490474,GCA_006337445.1,1.57943,39.1,chromosome:NZ_CP032901.1/CP032901.1,-,1,1571,1416,6/13/2019,10/19/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/445/GCF_006337445.1_ASM633744v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/337/445/GCA_006337445.1_ASM633744v1,2019-06-13T00:00:00Z,Max von Pettenkofer-Institut,PacBio RSII,300x,HGAP v. 3,1,,1,1579431,Germany,Homo sapiens
Helicobacter pylori F32,F32,102608.4,102608,SAMD00060973,PRJDA50593,GCA_000270045.1,1.58146,38.8963,chromosome:NC_017366.1/AP011943.1; plasmid pHPF32:NC_017370.1/AP011944.1,-,2,1573,1434,1/7/2011,8/26/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/045/GCF_000270045.1_ASM27004v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/045/GCA_000270045.1_ASM27004v1,2011-01-07T00:00:00Z,The University of Tokyo|Center for Omics and Bioinformatics,,,,1,1,2,1581461,,
Helicobacter pylori F32,F32,102608.9,102608,SAMD00060973,PRJDA50593,GCA_000270045.1,1.58146,38.8963,chromosome:NC_017366.1/AP011943.1; plasmid pHPF32:NC_017370.1/AP011944.1,-,2,1573,1434,1/7/2011,8/26/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/045/GCF_000270045.1_ASM27004v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/045/GCA_000270045.1_ASM27004v1,2016-10-07T00:00:00Z,The University of Tokyo,,,,1,,1,2637,,
Helicobacter pylori,HPJP26,210.2901,210,SAMN07661065,PRJNA384245,GCA_002356595.1,1.57835,38.9,chromosome:NZ_CP023448.1/CP023448.1,-,1,1571,1383,9/25/2017,2/1/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/595/GCF_002356595.1_ASM235659v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/356/595/GCA_002356595.1_ASM235659v1,2017-09-25T00:00:00Z,Ichan School of Medicine at Mount Sinai,PacBio,166.6x,HGAP v. May-2016,1,,1,1578351,United States,"Human, Homo sapiens"
Helicobacter pylori B38,B38,592205.3,592205,SAMEA3138296,PRJNA39685,GCA_000091345.1,1.57676,39.2,chromosome:NC_012973.1/FM991728.1,-,1,1570,1421,7/15/2009,8/25/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/345/GCF_000091345.1_ASM9134v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/345/GCA_000091345.1_ASM9134v1,2009-07-15T00:00:00Z,Institut Pasteur,,,,1,,1,1576758,,
Helicobacter pylori,G272,210.2712,210,SAMN07338981,PRJNA393647,GCA_002222575.1,1.58487,38.8746,chromosome:NZ_CP022409.1/CP022409.1; plasmid unnamed1:NZ_CP022410.1/CP022410.1,-,2,1568,1401,7/20/2017,7/22/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/222/575/GCF_002222575.1_ASM222257v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/222/575/GCA_002222575.1_ASM222257v1,2017-07-20T00:00:00Z,Guizhou Medical University,Illumina Hiseq,300.0x,SMRT portal v. 3.2.0,1,1,2,1584869,China,"Human, Homo sapiens"
Helicobacter pylori,G272,210.3093,210,SAMN07338981,PRJNA393647,GCA_002222575.1,1.58487,38.8746,chromosome:NZ_CP022409.1/CP022409.1; plasmid unnamed1:NZ_CP022410.1/CP022410.1,-,2,1568,1401,7/20/2017,7/22/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/222/575/GCF_002222575.1_ASM222257v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/222/575/GCA_002222575.1_ASM222257v1,2017-07-20T00:00:00Z,Guizhou Medical University,Illumina Hiseq,300.0x,SMRT portal v. 3.2.0,,1,1,8736,China,"Human, Homo sapiens"
Helicobacter pylori F16,F16,866344.4,866344,SAMD00060971,PRJDA50589,GCA_000270005.1,1.5754,38.9,chromosome:NC_017368.1/AP011940.1,-,1,1564,1411,1/7/2011,8/26/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/005/GCF_000270005.1_ASM27000v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/005/GCA_000270005.1_ASM27000v1,2011-01-07T00:00:00Z,The University of Tokyo|Center for Omics and Bioinformatics,,,,1,,1,1575399,,
Helicobacter pylori F30,F30,866345.4,866345,SAMD00060972,PRJDA50591,GCA_000270025.1,1.57969,38.7728,chromosome:NC_017365.1/AP011941.1; plasmid pHPF30:NC_017369.1/AP011942.1,-,2,1571,1430,1/7/2011,8/26/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/025/GCF_000270025.1_ASM27002v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/025/GCA_000270025.1_ASM27002v1,2011-01-07T00:00:00Z,The University of Tokyo|Center for Omics and Bioinformatics,,,,1,1,2,1579693,,
Helicobacter pylori F30,F30,866345.7,866345,SAMD00060972,PRJDA50591,GCA_000270025.1,1.57969,38.7728,chromosome:NC_017365.1/AP011941.1; plasmid pHPF30:NC_017369.1/AP011942.1,-,2,1571,1430,1/7/2011,8/26/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/025/GCF_000270025.1_ASM27002v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/025/GCA_000270025.1_ASM27002v1,2016-10-07T00:00:00Z,The University of Tokyo,,,,1,,1,9129,,
Helicobacter pylori 52,52,684950.4,684950,SAMN02603357,PRJNA39507,GCA_000023805.1,1.56883,38.9,chromosome:NC_017354.1/CP001680.1,-,1,1549,1390,10/21/2009,3/22/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/805/GCF_000023805.1_ASM2380v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/805/GCA_000023805.1_ASM2380v1,2009-10-21T00:00:00Z,Korea Research Institute of Bioscience and Biotechnology,,,,1,,1,1568826,,
Helicobacter pylori 35A,35A,585535.5,585535,SAMN02299423,PRJNA34603,GCA_000178935.2,1.56665,38.9,chromosome:NC_017360.1/CP002096.1,-,1,1566,1411,12/29/2010,3/22/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/935/GCF_000178935.2_ASM17893v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/935/GCA_000178935.2_ASM17893v2,2010-06-15T00:00:00Z,Baylor College of Medicine,,,,1,,1,1566655,,
Helicobacter pylori,MGYG-HGUT-01357,210.6154,210,SAMEA5850860,PRJEB33885,GCA_902381665.1,1.56665,38.9,chromosome 1:NZ_LR698956.1/LR698956.1,-,1,1560,1413,8/9/2019,8/22/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/381/665/GCF_902381665.1_UHGG_MGYG-HGUT-01357,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/381/665/GCA_902381665.1_UHGG_MGYG-HGUT-01357,2019-08-09T00:00:00Z,EMG,,,,1,,1,1566655,,
Helicobacter pylori,Hpbs1,210.525,210,SAMN10461767,PRJNA506489,GCA_003855475.1,1.5637,38.9,chromosome:NZ_CP034071.1/CP034071.1,-,1,1534,1393,12/2/2018,12/4/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/855/475/GCF_003855475.1_ASM385547v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/855/475/GCA_003855475.1_ASM385547v1,2018-12-02T00:00:00Z,BGI,Illumina,995.0x,Newbler v. NOV22-2018,1,,1,1563701,China,"Human, Homo sapiens"
Helicobacter pylori 2018,2018,985080.3,985080,SAMN02603713,PRJNA62771,GCA_000192335.1,1.56283,39.3,chromosome:NC_017381.1/CP002572.1,-,1,1553,1375,3/15/2011,8/26/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/335/GCF_000192335.1_ASM19233v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/335/GCA_000192335.1_ASM19233v1,2011-03-15T00:00:00Z,"Pathogen Biology Laboratory, University of Hyderabad",,,,1,,1,1562832,,
Helicobacter pylori,ML2,210.2071,210,SAMD00024432,PRJDB3430,GCA_001549855.1,1.56212,38.9,chromosome Unknown:NZ_AP014711.1/AP014711.1,-,1,1545,1204,3/7/2015,10/8/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/549/855/GCF_001549855.1_ASM154985v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/855/GCA_001549855.1_ASM154985v1,2015-06-04T00:00:00Z,National Health Research Institutes,454 GS junior,45x,GS Junior System Software Package v. 2.7,1,,1,1562125,Taiwan,"Human, Homo sapiens"
Helicobacter pylori Sat464,Sat464,794851.3,794851,SAMN02603200,PRJNA49453,GCA_000148915.1,1.56757,39.0742,chromosome:NC_017359.1/CP002071.1; plasmid pHPSAT464:NC_017356.1/CP002072.1,-,2,1553,1419,10/1/2010,3/22/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/915/GCF_000148915.1_ASM14891v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/915/GCA_000148915.1_ASM14891v1,2010-10-01T00:00:00Z,"Dept. Molec. Microbiology, Washintgton University Medical School in Saint Louis",,,,1,1,2,1567570,Peru,"Human, Homo sapiens"
Helicobacter pylori Sat464,Sat464,794851.6,794851,SAMN02603200,PRJNA49453,GCA_000148915.1,1.56757,39.0742,chromosome:NC_017359.1/CP002071.1; plasmid pHPSAT464:NC_017356.1/CP002072.1,-,2,1553,1419,10/1/2010,3/22/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/915/GCF_000148915.1_ASM14891v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/915/GCA_000148915.1_ASM14891v1,2016-07-25T00:00:00Z,"Dept. Molec. Microbiology, Washintgton University Medical School in Saint Louis",,,,,1,1,7228,Peru,"Human, Homo sapiens"
Helicobacter pylori oki128,oki128,1382922.3,1382922,SAMN03081490,PRJNA215150,GCA_000600125.1,1.55383,39,chromosome:NZ_CP006822.1/CP006822.1,-,1,1531,1363,3/25/2014,8/27/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/125/GCF_000600125.1_ASM60012v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/125/GCA_000600125.1_ASM60012v1,2014-03-25T00:00:00Z,Okinawa Institute of Advanced Sciences,PacBio,261x,HGAP v. 2.0,1,,1,1553826,Japan,"Human, Homo sapiens"
Helicobacter pylori 908,908,869727.3,869727,SAMN02604189,PRJNA50869,GCA_000148665.1,1.54967,39.3,chromosome:NC_017357.1/CP002184.1,-,1,1545,1356,9/24/2010,8/25/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/665/GCF_000148665.1_ASM14866v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/665/GCA_000148665.1_ASM14866v1,2010-09-24T00:00:00Z,"University of Hyderabad, India",,,,1,,1,1549666,,
Helicobacter pylori 2017,2017,985081.3,985081,SAMN02603712,PRJNA62769,GCA_000192315.1,1.54824,39.3,chromosome:NC_017374.1/CP002571.1,-,1,1548,1367,3/15/2011,8/26/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/315/GCF_000192315.1_ASM19231v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/315/GCA_000192315.1_ASM19231v1,2011-03-15T00:00:00Z,"Pathogen Biology Laboratory, University of Hyderabad",,,,1,,1,1548238,,
Helicobacter pylori,25-A-EK1,210.593,210,SAMN10053592,PRJNA490474,GCA_006339235.1,1.54021,39.1,chromosome:NZ_CP032906.1/CP032906.1,-,1,1520,1392,6/13/2019,10/19/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/339/235/GCF_006339235.1_ASM633923v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/339/235/GCA_006339235.1_ASM633923v1,2019-06-13T00:00:00Z,Max von Pettenkofer-Institut,PacBio RSII,300x,HGAP v. 3,1,,1,1540214,Germany,Homo sapiens
Helicobacter pylori,25-A-EK9,210.5911,210,SAMN10053600,PRJNA490474,GCA_006337365.1,1.54014,39.2,chromosome:NZ_CP032478.1/CP032478.1,-,1,1516,1390,6/13/2019,10/19/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/365/GCF_006337365.1_ASM633736v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/337/365/GCA_006337365.1_ASM633736v1,2019-06-13T00:00:00Z,Max von Pettenkofer-Institut,PacBio RSII,300x,HGAP v. 3,1,,1,1540135,Germany,Homo sapiens
Helicobacter pylori,Hpbs2,210.5627,210,SAMN10663081,PRJNA512253,GCA_004088155.1,1.53525,38.9,chromosome:NZ_CP035105.1/CP035105.1,-,1,1517,1389,1/21/2019,1/23/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/088/155/GCF_004088155.1_ASM408815v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/088/155/GCA_004088155.1_ASM408815v1,2019-01-21T00:00:00Z,BGI,Illumina,998.0x,Newbler v. DEC31-2018,1,,1,1535248,China,"Human, Homo sapiens"
Helicobacter pylori,Hpbs3,210.5625,210,SAMN10663175,PRJNA512257,GCA_004088075.1,1.51467,39,chromosome:NZ_CP035106.1/CP035106.1,-,1,1502,1361,1/21/2019,1/23/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/088/075/GCF_004088075.1_ASM408807v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/088/075/GCA_004088075.1_ASM408807v1,2019-01-21T00:00:00Z,BGI,Illumina,996.0x,Newbler v. DEC31-2018,1,,1,1514674,China,"Human, Homo sapiens"
Helicobacter pylori Aklavik86,Aklavik86,1055532.3,1055532,SAMN02604324,PRJNA69925,GCA_000317875.1,1.50793,39.253,chromosome:NC_019563.1/CP003476.1; plasmid p1HPAKL86:NC_019564.1/CP003477.1; plasmid p2HPAKL86:NC_019565.1/CP003478.1,-,3,1468,1365,11/26/2012,8/26/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/875/GCF_000317875.1_ASM31787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/875/GCA_000317875.1_ASM31787v1,2012-11-26T00:00:00Z,Washington University Medical School,,,1,1,2,3,1507930,Canada,"Human, Homo sapiens"
Helicobacter pylori Aklavik86,Aklavik86,1055532.5,1055532,SAMN02604324,PRJNA69925,GCA_000317875.1,1.50793,39.253,chromosome:NC_019563.1/CP003476.1; plasmid p1HPAKL86:NC_019564.1/CP003477.1; plasmid p2HPAKL86:NC_019565.1/CP003478.1,-,3,1468,1365,11/26/2012,8/26/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/875/GCF_000317875.1_ASM31787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/875/GCA_000317875.1_ASM31787v1,2016-07-26T00:00:00Z,Washington University Medical School,,,,,1,1,12113,Canada,"Human, Homo sapiens"
Helicobacter pylori Aklavik86,Aklavik86,1055532.6,1055532,SAMN02604324,PRJNA69925,GCA_000317875.1,1.50793,39.253,chromosome:NC_019563.1/CP003476.1; plasmid p1HPAKL86:NC_019564.1/CP003477.1; plasmid p2HPAKL86:NC_019565.1/CP003478.1,-,3,1468,1365,11/26/2012,8/26/2019,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/875/GCF_000317875.1_ASM31787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/875/GCA_000317875.1_ASM31787v1,2016-07-26T00:00:00Z,Washington University Medical School,,,,,1,1,1634,Canada,"Human, Homo sapiens"
Helicobacter pylori,G-Mx-2005-337,210.6123,210,SAMN09935050,PRJNA203445,GCA_008032995.1,1.69781,38.9,chromosome:NZ_CP032041.1/CP032041.1,-,1,1681,1450,8/20/2019,8/22/2019,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/032/995/GCF_008032995.1_ASM803299v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/032/995/GCA_008032995.1_ASM803299v1,2019-08-20T00:00:00Z,University of California at Davis,PacBio RSII,354x,HGAP v. 15-Apr,1,,1,1697806,Mexico,Homo sapiens
Helicobacter pylori,C-Mx-2011-69,210.6109,210,SAMN09935064,PRJNA203445,GCA_008026175.1,1.69368,38.7497,chromosome:NZ_CP032020.1/CP032020.1; plasmid unnamed:NZ_CP032021.1/CP032021.1,-,2,1669,1477,8/20/2019,8/22/2019,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/026/175/GCF_008026175.1_ASM802617v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/026/175/GCA_008026175.1_ASM802617v1,2019-08-20T00:00:00Z,University of California at Davis,PacBio RSII,599x,HGAP v. 15-Jun,1,1,2,1693680,Mexico,Homo sapiens
Helicobacter pylori,7.13_3,210.4128,210,SAMN06216069,PRJNA362878,GCA_002952235.1,1.67435,38.8,chromosome:NZ_CP023265.1/CP023265.1,-,1,1641,1371,2/22/2018,8/29/2019,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/235/GCF_002952235.1_ASM295223v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/235/GCA_002952235.1_ASM295223v1,2018-02-22T00:00:00Z,Vanderbilt University Medical Center,Illumina MiSeq,20x,VGAS v. 1,,,1,1674350,United States,gerbil
Helicobacter pylori,7.13_2,210.4129,210,SAMN06216068,PRJNA362878,GCA_002952255.1,1.67421,38.8,chromosome:NZ_CP023266.1/CP023266.1,-,1,1635,1421,2/22/2018,8/29/2019,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/255/GCF_002952255.1_ASM295225v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/255/GCA_002952255.1_ASM295225v1,2018-02-22T00:00:00Z,Vanderbilt University Medical Center,Illumina MiSeq,20x,VGAS v. 1,,,1,1674214,United States,gerbil
Helicobacter pylori,B128_2,210.4126,210,SAMN06216065,PRJNA362878,GCA_002952175.1,1.67414,38.8,chromosome:NZ_CP027020.1/CP027020.1,-,1,1637,1472,2/22/2018,10/18/2019,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/175/GCF_002952175.1_ASM295217v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/175/GCA_002952175.1_ASM295217v1,2018-02-22T00:00:00Z,Vanderbilt University Medical Center,Illumina MiSeq,20.0x,Visual Genomics Analysis Studio v.,1,,1,1674142,United States,"Human, Homo sapiens"
Helicobacter pylori,7.13_1,210.413,210,SAMN06216067,PRJNA362878,GCA_002952275.1,1.67412,38.8,chromosome:NZ_CP023267.1/CP023267.1,-,1,1635,1483,2/22/2018,10/18/2019,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/275/GCF_002952275.1_ASM295227v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/275/GCA_002952275.1_ASM295227v1,2018-02-22T00:00:00Z,Vanderbilt University Medical Center,Illumina MiSeq,20x,VGAS v. 1,,,1,1674115,United States,gerbil
