"Name","NCBI Genome","NCBI Taxonomy","PATRIC","KEGG","BioCYC","RAST Annotation","VFDB","RefSeq FTP","GenBank FTP","BioSample","BioProject","Assembly","Size (Mb)","GC%","Replicons","WGS","Scaffolds","Genes","Proteins","Release Date","Modify Date","Level","Completion Date","Sequencing Centers","Sequencing Platform","Sequencing Depth","Assembly Method","Chromosomes","Plasmids","Contigs","Genome Length","Isolation Country","Host Name"
"Helicobacter pylori F21","331704","210","210.2915","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/575/GCF_002357575.1_ASM235757v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/575/GCA_002357575.1_ASM235757v1","SAMD00042467","PRJDB4296","GCA_002357575.1","1.56683","38.9","chromosome:NZ_AP017336.1/AP017336.1","-","1","1559","1393/331704","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","1340X","Abyss v. 1.3.4","1","","1","1566831","Japan","Human, Homo sapiens"
"Helicobacter pylori F210","331702","210","210.2913","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/535/GCF_002357535.1_ASM235753v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/535/GCA_002357535.1_ASM235753v1","SAMD00042468","PRJDB4296","GCA_002357535.1","1.63431","38.8","chromosome:NZ_AP017334.1/AP017334.1","-","1","1607","1452/331702","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","1126X","Abyss v. 1.3.4","1","","1","1634312","Japan","Human, Homo sapiens"
"Helicobacter pylori F211","331703","210","210.2914","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/555/GCF_002357555.1_ASM235755v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/555/GCA_002357555.1_ASM235755v1","SAMD00042469","PRJDB4296","GCA_002357555.1","1.58564","38.9","chromosome:NZ_AP017335.1/AP017335.1","-","1","1574","1413/331703","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","1084X","Abyss v. 1.3.4","1","","1","1585641","Japan","Human, Homo sapiens"
"Helicobacter pylori F23","331705","210","210.2916","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/595/GCF_002357595.1_ASM235759v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/595/GCA_002357595.1_ASM235759v1","SAMD00042470","PRJDB4296","GCA_002357595.1","1.5587","38.9","chromosome:NZ_AP017337.1/AP017337.1","-","1","1545","1392/331705","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","1408X","Abyss v. 1.3.4","1","","1","1558697","Japan","Human, Homo sapiens"
"Helicobacter pylori F24","331706","210","210.2917","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/615/GCF_002357615.1_ASM235761v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/615/GCA_002357615.1_ASM235761v1","SAMD00042471","PRJDB4296","GCA_002357615.1","1.57027","38.9","chromosome:NZ_AP017338.1/AP017338.1","-","1","1563","1396/331706","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","1222X","Abyss v. 1.3.4","1","","1","1570268","Japan","Human, Homo sapiens"
"Helicobacter pylori F28","331692","210","210.2903","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/335/GCF_002357335.1_ASM235733v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/335/GCA_002357335.1_ASM235733v1","SAMD00042472","PRJDB4296","GCA_002357335.1","1.62315","38.7881","chromosome:NZ_AP017339.1/AP017339.1; plasmid pHPF28:NZ_AP017340.1/AP017340.1","-","2","1588","1410/331692","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","872X","Abyss v. 1.3.4","2","","2","1623154","Japan","Human, Homo sapiens"
"Helicobacter pylori F28","331692","210","210.3084","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/335/GCF_002357335.1_ASM235733v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/335/GCA_002357335.1_ASM235733v1","SAMD00042472","PRJDB4296","GCA_002357335.1","1.62315","38.7881","chromosome:NZ_AP017339.1/AP017339.1; plasmid pHPF28:NZ_AP017340.1/AP017340.1","-","2","1588","1410/331692","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","872X","Abyss v. 1.3.4","1","","1","6417","Japan","Human, Homo sapiens"
"Helicobacter pylori F38","331693","210","210.2904","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/355/GCF_002357355.1_ASM235735v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/355/GCA_002357355.1_ASM235735v1","SAMD00042473","PRJDB4296","GCA_002357355.1","1.63295","38.7882","chromosome:NZ_AP017341.1/AP017341.1; plasmid pHPF38:NZ_AP017342.1/AP017342.1","-","2","1617","1437/331693","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","1164X","Abyss v. 1.3.4","2","","2","1632955","Japan","Human, Homo sapiens"
"Helicobacter pylori F38","331693","210","210.3080","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/355/GCF_002357355.1_ASM235735v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/355/GCA_002357355.1_ASM235735v1","SAMD00042473","PRJDB4296","GCA_002357355.1","1.63295","38.7882","chromosome:NZ_AP017341.1/AP017341.1; plasmid pHPF38:NZ_AP017342.1/AP017342.1","-","2","1617","1437/331693","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","1164X","Abyss v. 1.3.4","1","","1","6417","Japan","Human, Homo sapiens"
"Helicobacter pylori F51","331695","210","210.2906","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/395/GCF_002357395.1_ASM235739v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/395/GCA_002357395.1_ASM235739v1","SAMD00042474","PRJDB4296","GCA_002357395.1","1.58587","38.8653","chromosome:NZ_AP017343.1/AP017343.1; plasmid pHPF51:NZ_AP017344.1/AP017344.1","-","2","1554","1395/331695","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","1061X","Abyss v. 1.3.4","2","","2","1585868","Japan","Human, Homo sapiens"
"Helicobacter pylori F51","331695","210","210.3083","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/395/GCF_002357395.1_ASM235739v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/395/GCA_002357395.1_ASM235739v1","SAMD00042474","PRJDB4296","GCA_002357395.1","1.58587","38.8653","chromosome:NZ_AP017343.1/AP017343.1; plasmid pHPF51:NZ_AP017344.1/AP017344.1","-","2","1554","1395/331695","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","1061X","Abyss v. 1.3.4","1","","1","10369","Japan","Human, Homo sapiens"
"Helicobacter pylori F55","331707","210","210.2918","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/635/GCF_002357635.1_ASM235763v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/635/GCA_002357635.1_ASM235763v1","SAMD00042475","PRJDB4296","GCA_002357635.1","1.62315","38.8","chromosome:NZ_AP017345.1/AP017345.1","-","1","1623","1429/331707","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","1189X","Abyss v. 1.3.4","1","","1","1623153","Japan","Human, Homo sapiens"
"Helicobacter pylori F63","331694","210","210.2905","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/375/GCF_002357375.1_ASM235737v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/375/GCA_002357375.1_ASM235737v1","SAMD00042476","PRJDB4296","GCA_002357375.1","1.59841","38.8785","chromosome:NZ_AP017346.1/AP017346.1; plasmid pHPF63:NZ_AP017347.1/AP017347.1","-","2","1579","1401/331694","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","871X","Abyss v. 1.3.4","2","","2","1598408","Japan","Human, Homo sapiens"
"Helicobacter pylori F63","331694","210","210.3081","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/375/GCF_002357375.1_ASM235737v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/375/GCA_002357375.1_ASM235737v1","SAMD00042476","PRJDB4296","GCA_002357375.1","1.59841","38.8785","chromosome:NZ_AP017346.1/AP017346.1; plasmid pHPF63:NZ_AP017347.1/AP017347.1","-","2","1579","1401/331694","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","871X","Abyss v. 1.3.4","1","","1","9824","Japan","Human, Homo sapiens"
"Helicobacter pylori F67","331708","210","210.2919","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/655/GCF_002357655.1_ASM235765v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/655/GCA_002357655.1_ASM235765v1","SAMD00042477","PRJDB4296","GCA_002357655.1","1.58758","38.9","chromosome:NZ_AP017348.1/AP017348.1","-","1","1575","1391/331708","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","587X","Abyss v. 1.3.4","1","","1","1587581","Japan","Human, Homo sapiens"
"Helicobacter pylori F70","331709","210","210.2920","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/675/GCF_002357675.1_ASM235767v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/675/GCA_002357675.1_ASM235767v1","SAMD00042478","PRJDB4296","GCA_002357675.1","1.63163","38.9","chromosome:NZ_AP017349.1/AP017349.1","-","1","1623","1454/331709","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","1047X","Abyss v. 1.3.4","1","","1","1631634","Japan","Human, Homo sapiens"
"Helicobacter pylori F72","331710","210","210.2921","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/695/GCF_002357695.1_ASM235769v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/695/GCA_002357695.1_ASM235769v1","SAMD00042479","PRJDB4296","GCA_002357695.1","1.62576","38.8","chromosome:NZ_AP017350.1/AP017350.1","-","1","1605","1437/331710","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","1058X","Abyss v. 1.3.4","1","","1","1625760","Japan","Human, Homo sapiens"
"Helicobacter pylori F75","331711","210","210.2922","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/715/GCF_002357715.1_ASM235771v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/715/GCA_002357715.1_ASM235771v1","SAMD00042480","PRJDB4296","GCA_002357715.1","1.62713","38.8","chromosome:NZ_AP017351.1/AP017351.1","-","1","1606","1417/331711","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","918X","Abyss v. 1.3.4","1","","1","1627132","Japan","Human, Homo sapiens"
"Helicobacter pylori F78","331696","210","210.2907","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/415/GCF_002357415.1_ASM235741v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/415/GCA_002357415.1_ASM235741v1","SAMD00042481","PRJDB4296","GCA_002357415.1","1.65696","38.6631","chromosome:NZ_AP017352.1/AP017352.1; plasmid pHPF78:NZ_AP017353.1/AP017353.1","-","2","1629","1430/331696","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","1185X","Abyss v. 1.3.4","2","","2","1656962","Japan","Human, Homo sapiens"
"Helicobacter pylori F78","331696","210","210.3085","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/415/GCF_002357415.1_ASM235741v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/415/GCA_002357415.1_ASM235741v1","SAMD00042481","PRJDB4296","GCA_002357415.1","1.65696","38.6631","chromosome:NZ_AP017352.1/AP017352.1; plasmid pHPF78:NZ_AP017353.1/AP017353.1","-","2","1629","1430/331696","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","1185X","Abyss v. 1.3.4","1","","1","12002","Japan","Human, Homo sapiens"
"Helicobacter pylori F90","331712","210","210.2923","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/735/GCF_002357735.1_ASM235773v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/735/GCA_002357735.1_ASM235773v1","SAMD00042482","PRJDB4296","GCA_002357735.1","1.58812","38.9","chromosome:NZ_AP017354.1/AP017354.1","-","1","1584","1404/331712","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","963X","Abyss v. 1.3.4","1","","1","1588119","Japan","Human, Homo sapiens"
"Helicobacter pylori F94","331713","210","210.2924","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/755/GCF_002357755.1_ASM235775v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/755/GCA_002357755.1_ASM235775v1","SAMD00042483","PRJDB4296","GCA_002357755.1","1.56617","38.9","chromosome:NZ_AP017355.1/AP017355.1","-","1","1559","1384/331713","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","1118X","Abyss v. 1.3.4","1","","1","1566172","Japan","Human, Homo sapiens"
"Helicobacter pylori G-Mx-2003-108","660315","210","210.6127","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/033/075/GCF_008033075.1_ASM803307v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/033/075/GCA_008033075.1_ASM803307v1","SAMN09935047","PRJNA203445","GCA_008033075.1","1.68617","38.8557","chromosome:NZ_CP032044.1/CP032044.1; plasmid unnamed:NZ_CP032045.1/CP032045.1","-","2","1647","1472/660315","8/20/2019","8/22/2019","Chromosome","2019-08-20T00:00:00Z","University of California at Davis","PacBio RSII","363x","HGAP v. 15-May","1","1","2","1686171","Mexico","Homo sapiens"
"Helicobacter pylori G-Mx-2003-250","660314","210","210.6126","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/033/055/GCF_008033055.1_ASM803305v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/033/055/GCA_008033055.1_ASM803305v1","SAMN09935045","PRJNA203445","GCA_008033055.1","1.67228","38.9","chromosome:NZ_CP032048.1/CP032048.1","-","1","1614","1448/660314","8/20/2019","8/22/2019","Chromosome","2019-08-20T00:00:00Z","University of California at Davis","PacBio RSII","408x","HGAP v. 15-May","1","","1","1672280","Mexico","Homo sapiens"
"Helicobacter pylori G-Mx-2003-93","660313","210","210.6125","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/033/035/GCF_008033035.1_ASM803303v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/033/035/GCA_008033035.1_ASM803303v1","SAMN09935048","PRJNA203445","GCA_008033035.1","1.63268","39.1","chromosome:NZ_CP032043.1/CP032043.1","-","1","1594","1245/660313","8/20/2019","10/8/2019","Chromosome","2019-08-20T00:00:00Z","University of California at Davis","PacBio RSII","52x","HGAP v. 15-Apr","1","","1","1632682","Mexico","Homo sapiens"
"Helicobacter pylori G-Mx-2005-108","660312","210","210.6124","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/033/015/GCF_008033015.1_ASM803301v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/033/015/GCA_008033015.1_ASM803301v1","SAMN09935049","PRJNA203445","GCA_008033015.1","1.65485","39","chromosome:NZ_CP032042.1/CP032042.1","-","1","1616","1446/660312","8/20/2019","8/22/2019","Chromosome","2019-08-20T00:00:00Z","University of California at Davis","PacBio RSII","354x","HGAP v. 15-May","1","","1","1654849","Mexico","Homo sapiens"
"Helicobacter pylori G-Mx-2005-337","660311","210","210.6123","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/032/995/GCF_008032995.1_ASM803299v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/032/995/GCA_008032995.1_ASM803299v1","SAMN09935050","PRJNA203445","GCA_008032995.1","1.69781","38.9","chromosome:NZ_CP032041.1/CP032041.1","-","1","1681","1450/660311","8/20/2019","8/22/2019","Chromosome","2019-08-20T00:00:00Z","University of California at Davis","PacBio RSII","354x","HGAP v. 15-Apr","1","","1","1697806","Mexico","Homo sapiens"
"Helicobacter pylori G-Mx-2006-152","660310","210","210.6122","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/032/975/GCF_008032975.1_ASM803297v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/032/975/GCA_008032975.1_ASM803297v1","SAMN09935051","PRJNA203445","GCA_008032975.1","1.61331","39.1","chromosome:NZ_CP032040.1/CP032040.1","-","1","1577","1421/660310","8/20/2019","8/22/2019","Chromosome","2019-08-20T00:00:00Z","University of California at Davis","PacBio RSII","340x","HGAP v. 15-May","1","","1","1613306","Mexico","Homo sapiens"
"Helicobacter pylori G-Mx-2006-46","660309","210","210.6121","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/032/955/GCF_008032955.1_ASM803295v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/032/955/GCA_008032955.1_ASM803295v1","SAMN09935046","PRJNA203445","GCA_008032955.1","1.63647","38.9958","chromosome:NZ_CP032046.1/CP032046.1; plasmid unnamed:NZ_CP032047.1/CP032047.1","-","2","1603","1325/660309","8/20/2019","8/22/2019","Chromosome","2019-08-20T00:00:00Z","University of California at Davis","PacBio RSII","355x","HGAP v. 15-May","1","1","2","1636468","Mexico","Homo sapiens"
"Helicobacter pylori G-Mx-2006-583","660308","210","210.6120","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/032/935/GCF_008032935.1_ASM803293v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/032/935/GCA_008032935.1_ASM803293v1","SAMN09935052","PRJNA203445","GCA_008032935.1","1.64551","39.1","chromosome:NZ_CP032039.1/CP032039.1","-","1","1620","1314/660308","8/20/2019","10/8/2019","Chromosome","2019-08-20T00:00:00Z","University of California at Davis","PacBio RSII","306x","HGAP v. 15-May","1","","1","1645512","Mexico","Homo sapiens"
"Helicobacter pylori G-Mx-2011-124","660306","210","210.6118","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/032/615/GCF_008032615.1_ASM803261v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/032/615/GCA_008032615.1_ASM803261v1","SAMN09935053","PRJNA203445","GCA_008032615.1","1.66127","39","chromosome:NZ_CP032038.1/CP032038.1","-","1","1632","1422/660306","8/20/2019","8/22/2019","Chromosome","2019-08-20T00:00:00Z","University of California at Davis","PacBio RSII","370x","HGAP v. 15-Jun","1","","1","1661266","Mexico","Homo sapiens"
"Helicobacter pylori G-Mx-2011-147","660305","210","210.6117","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/032/475/GCF_008032475.1_ASM803247v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/032/475/GCA_008032475.1_ASM803247v1","SAMN09935054","PRJNA203445","GCA_008032475.1","1.66733","38.9","chromosome:NZ_CP032037.1/CP032037.1","-","1","1633","1453/660305","8/20/2019","8/22/2019","Chromosome","2019-08-20T00:00:00Z","University of California at Davis","PacBio RSII","274x","HGAP v. 15-May","1","","1","1667329","Mexico","Homo sapiens"
"Helicobacter pylori Hp_TH2099","417749","210","210.5181","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/711/165/GCF_003711165.1_ASM371116v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/711/165/GCA_003711165.1_ASM371116v1","SAMN08328770","PRJNA429063","GCA_003711165.1","1.6674","40","chromosome:NZ_CP025748.1/CP025748.1","-","1","1588","1282/417749","11/5/2018","11/7/2018","Chromosome","2018-11-05T00:00:00Z","The University of Tokyo","Illumina MiSeq","200.0x","Resequencing v. FEB-2017","1","","1","1667396","Japan","Macaca fuscata"
"Helicobacter pylori MKF10","331714","210","210.2925","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/775/GCF_002357775.1_ASM235777v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/775/GCA_002357775.1_ASM235777v1","SAMD00042484","PRJDB4296","GCA_002357775.1","1.61776","38.8","chromosome:NZ_AP017356.1/AP017356.1","-","1","1603","1432/331714","1/17/2017","8/29/2019","Chromosome","2017-01-18T00:00:00Z","Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture","Illumina Hiseq 2000","1066X","Abyss v. 1.3.4","1","","1","1617765","Japan","Human, Homo sapiens"
